row_id,section,section_slug,resource_type,marker,title,url,url_kind,domain,annotation,description,key_contribution,novelty,impact,signal,signal_strength,source_readme,source_line,source_url,date_added,collection,collection_slug,user_goal,lifecycle_stages,audience,loop_layer,scope_fit,evidence_class,evidence_tier,source_status,canonical_url,source_title,source_description,authors,publication_date,publication_year,publication_venue,publisher,doi,publication_note,primary_category,metadata_source,github_repo,github_stars,github_forks,github_license,github_created_at,github_updated_at,arxiv_id,audited_at
ale-0681,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,ToolBench,https://arxiv.org/abs/2307.16789,external,arxiv.org,Tool-use benchmark and dataset for tool-augmented agents.,Tool-use benchmark and dataset for tool-augmented agents.,Tool-use benchmark and dataset for tool-augmented agents.,Packages the evidence as queryable CSV and JSONL rather than only a rendered page. Tool-use benchmark and dataset for tool-augmented agents.,Use ToolBench to measure progress and gate completion with repeatable evidence.,Research source arXiv:2307.16789; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1386,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1386,,Verify,verify,"Gate progress with tests, evals, and evidence.",workspace;verification,researcher;evaluator,evaluation,enabling,research-paper,A,ok,https://proceedings.iclr.cc/paper_files/paper/2024/hash/28e50ee5b72e90b50e7196fde8ea260e-Abstract-Conference.html,[2307.16789] ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,"Despite the advancements of open-source large language models (LLMs), e.g., LLaMA, they remain significantly limited in tool-use capabilities, i.e., using external tools (APIs) to fulfill human instructions. The reason is that current instruction tuning largely focuses on basic language tasks but ignores the tool-use domain. This is in contrast to the excellent tool-use capabilities of state-of-the-art (SOTA) closed-source LLMs, e.g., ChatGPT. To bridge this gap, we introduce ToolLLM, a general tool-use framework encompassing data construction, model training, and evaluation. We first present ToolBench, an instruction-tuning dataset for tool use, which is constructed automatically using ChatGPT. Specifically, the construction can be divided into three stages: (i) API collection: we collect 16,464 real-world RESTful APIs spanning 49 categories from RapidAPI Hub; (ii) instruction generation: we prompt ChatGPT to generate diverse instructions involving these APIs, covering both single-tool and multi-tool scenarios; (iii) solution path annotation: we use ChatGPT to search for a valid solution path (chain of API calls) for each instruction. To enhance the reasoning capabilities of LLMs, we develop a novel depth-first search-based decision tree algorithm. It enables LLMs to evaluate multiple reasoning traces and expand the search space. Moreover, to evaluate the tool-use capabilities of LLMs, we develop an automatic evaluator: ToolEval. Based on ToolBench, we fine-tune LLaMA to obtain an LLM ToolLLaMA, and equip it with a neural API retriever to recommend appropriate APIs for each instruction. Experiments show that ToolLLaMA demonstrates a remarkable ability to execute complex instructions and generalize to unseen APIs, and exhibits comparable performance to ChatGPT. Our ToolLLaMA also demonstrates strong zero-shot generalization ability in an out-of-distribution tool-use dataset: APIBench.",Yujia Qin; Shihao Liang; Yining Ye; Kunlun Zhu; Lan Yan; Yaxi Lu; Yankai Lin; Xin Cong; Xiangru Tang; Bill Qian; Sihan Zhao; Lauren Hong; Runchu Tian; Ruobing Xie; Jie Zhou; Mark Gerstein; Dahai Li; Zhiyuan Liu; Maosong Sun,2024,2024,International Conference on Learning Representations (ICLR),International Conference on Learning Representations,,Published in International Conference on Learning Representations (ICLR); the linked arXiv record remains available for open access.,cs.AI,ICLR proceedings record,,,,,,,2307.16789,2026-08-01T20:38:23+00:00
ale-0682,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,GAIA,https://arxiv.org/abs/2311.12983,external,arxiv.org,"Benchmark for general AI assistants requiring reasoning, tool use, and multi-step work.","Benchmark for general AI assistants requiring reasoning, tool use, and multi-step work.","Benchmark for general AI assistants requiring reasoning, tool use, and multi-step work.","The work turns loop quality into a measurable task or score. Benchmark for general AI assistants requiring reasoning, tool use, and multi-step work.",Use GAIA to measure progress and gate completion with repeatable evidence.,Research source arXiv:2311.12983; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1387,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1387,,Verify,verify,"Gate progress with tests, evals, and evidence.",workspace;verification,researcher;evaluator,evaluation,enabling,research-preprint,A,ok,https://arxiv.org/abs/2311.12983,[2311.12983] GAIA: a benchmark for General AI Assistants,"We introduce GAIA, a benchmark for General AI Assistants that, if solved, would represent a milestone in AI research. GAIA proposes real-world questions that require a set of fundamental abilities such as reasoning, multi-modality handling, web browsing, and generally tool-use proficiency. GAIA questions are conceptually simple for humans yet challenging for most advanced AIs: we show that human respondents obtain 92\% vs. 15\% for GPT-4 equipped with plugins. This notable performance disparity contrasts with the recent trend of LLMs outperforming humans on tasks requiring professional skills in e.g. law or chemistry. GAIA's philosophy departs from the current trend in AI benchmarks suggesting to target tasks that are ever more difficult for humans. We posit that the advent of Artificial General Intelligence (AGI) hinges on a system's capability to exhibit similar robustness as the average human does on such questions. Using GAIA's methodology, we devise 466 questions and their answer. We release our questions while retaining answers to 300 of them to power a leader-board available at https://huggingface.co/gaia-benchmark.",Grégoire Mialon; Clémentine Fourrier; Craig Swift; Thomas Wolf; Yann LeCun; Thomas Scialom,2023-11-21,2023,arXiv,arXiv,,,cs.CL,arxiv-api,,,,,,,2311.12983,2026-08-01T20:38:23+00:00
ale-0683,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,Tau-bench,https://arxiv.org/abs/2406.12045,external,arxiv.org,Benchmark for tool-agent-user interactions in realistic domains.,Benchmark for tool-agent-user interactions in realistic domains.,Benchmark for tool-agent-user interactions in realistic domains.,The work turns loop quality into a measurable task or score. Benchmark for tool-agent-user interactions in realistic domains.,Use Tau-bench to measure progress and gate completion with repeatable evidence.,Research source arXiv:2406.12045; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1388,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1388,,Verify,verify,"Gate progress with tests, evals, and evidence.",workspace;verification,researcher;evaluator,evaluation,enabling,research-preprint,A,ok,https://arxiv.org/abs/2406.12045,[2406.12045] $τ$-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,"Existing benchmarks do not test language agents on their interaction with human users or ability to follow domain-specific rules, both of which are vital for deploying them in real world applications. We propose $\tau$-bench, a benchmark emulating dynamic conversations between a user (simulated by language models) and a language agent provided with domain-specific API tools and policy guidelines. We employ an efficient and faithful evaluation process that compares the database state at the end of a conversation with the annotated goal state. We also propose a new metric (pass^k) to evaluate the reliability of agent behavior over multiple trials. Our experiments show that even state-of-the-art function calling agents (like gpt-4o) succeed on <50% of the tasks, and are quite inconsistent (pass^8 <25% in retail). Our findings point to the need for methods that can improve the ability of agents to act consistently and follow rules reliably.",Shunyu Yao; Noah Shinn; Pedram Razavi; Karthik Narasimhan,2024-06-17,2024,arXiv,arXiv,,,cs.AI,arxiv-api,,,,,,,2406.12045,2026-08-01T20:38:23+00:00
ale-0684,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,VisualWebArena,https://arxiv.org/abs/2401.13649,external,arxiv.org,Visually grounded web-agent benchmark extending WebArena.,Visually grounded web-agent benchmark extending WebArena.,Visually grounded web-agent benchmark extending WebArena.,The work turns loop quality into a measurable task or score. Visually grounded web-agent benchmark extending WebArena.,Use VisualWebArena to measure progress and gate completion with repeatable evidence.,Research source arXiv:2401.13649; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1389,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1389,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification,researcher;evaluator,evaluation,enabling,research-paper,A,ok,https://aclanthology.org/2024.acl-long.50/,[2401.13649] VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,"Autonomous agents capable of planning, reasoning, and executing actions on the web offer a promising avenue for automating computer tasks. However, the majority of existing benchmarks primarily focus on text-based agents, neglecting many natural tasks that require visual information to effectively solve. Given that most computer interfaces cater to human perception, visual information often augments textual data in ways that text-only models struggle to harness effectively. To bridge this gap, we introduce VisualWebArena, a benchmark designed to assess the performance of multimodal web agents on realistic \textit{visually grounded tasks}. VisualWebArena comprises of a set of diverse and complex web-based tasks that evaluate various capabilities of autonomous multimodal agents. To perform on this benchmark, agents need to accurately process image-text inputs, interpret natural language instructions, and execute actions on websites to accomplish user-defined objectives. We conduct an extensive evaluation of state-of-the-art LLM-based autonomous agents, including several multimodal models. Through extensive quantitative and qualitative analysis, we identify several limitations of text-only LLM agents, and reveal gaps in the capabilities of state-of-the-art multimodal language agents. VisualWebArena provides a framework for evaluating multimodal autonomous language agents, and offers insights towards building stronger autonomous agents for the web. Our code, baseline models, and data is publicly available at https://jykoh.com/vwa.",Jing Yu Koh; Robert Lo; Lawrence Jang; Vikram Duvvur; Ming Chong Lim; Po-Yu Huang; Graham Neubig; Shuyan Zhou; Ruslan Salakhutdinov; Daniel Fried,2024,2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL),Association for Computational Linguistics,10.18653/v1/2024.acl-long.50,Published in Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL); the linked arXiv record remains available for open access.,cs.LG,ACL Anthology and DOI records,,,,,,,2401.13649,2026-08-01T20:38:23+00:00
ale-0685,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,AppWorld,https://arxiv.org/abs/2407.18901,external,arxiv.org,Benchmark of interactive app tasks with state-based and execution-based evaluation.,Benchmark of interactive app tasks with state-based and execution-based evaluation.,Benchmark of interactive app tasks with state-based and execution-based evaluation.,Evaluation data is used as the feedback signal for improving loop behavior. Benchmark of interactive app tasks with state-based and execution-based evaluation.,Use AppWorld to measure progress and gate completion with repeatable evidence.,Research source arXiv:2407.18901; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1390,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1390,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification;state,researcher;evaluator,evaluation,enabling,research-paper,A,ok,https://aclanthology.org/2024.acl-long.850/,[2407.18901] AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,"Autonomous agents that address day-to-day digital tasks (e.g., ordering groceries for a household), must not only operate multiple apps (e.g., notes, messaging, shopping app) via APIs, but also generate rich code with complex control flow in an iterative manner based on their interaction with the environment. However, existing benchmarks for tool use are inadequate, as they only cover tasks that require a simple sequence of API calls. To remedy this gap, we built $\textbf{AppWorld Engine}$, a high-quality execution environment (60K lines of code) of 9 day-to-day apps operable via 457 APIs and populated with realistic digital activities simulating the lives of ~100 fictitious users. We then created $\textbf{AppWorld Benchmark}$ (40K lines of code), a suite of 750 natural, diverse, and challenging autonomous agent tasks requiring rich and interactive code generation. It supports robust programmatic evaluation with state-based unit tests, allowing for different ways of completing a task while also checking for unexpected changes, i.e., collateral damage. The state-of-the-art LLM, GPT-4o, solves only ~49% of our 'normal' tasks and ~30% of 'challenge' tasks, while other models solve at least 16% fewer. This highlights the benchmark's difficulty and AppWorld's potential to push the frontiers of interactive coding agents. The project website is available at https://appworld.dev/.",Harsh Trivedi; Tushar Khot; Mareike Hartmann; Ruskin Manku; Vinty Dong; Edward Li; Shashank Gupta; Ashish Sabharwal; Niranjan Balasubramanian,2024,2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL),Association for Computational Linguistics,10.18653/v1/2024.acl-long.850,Published in Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL); the linked arXiv record remains available for open access.,cs.SE,ACL Anthology and DOI records,,,,,,,2407.18901,2026-08-01T20:38:23+00:00
ale-0686,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,Vending-Bench,https://arxiv.org/abs/2502.15840,external,arxiv.org,Benchmark for long-term coherence of autonomous agents; documents how small errors compound over very long loop horizons.,Benchmark for long-term coherence of autonomous agents; documents how small errors compound over very long loop horizons.,Benchmark for long-term coherence of autonomous agents; documents how small errors compound over very long loop horizons.,The work turns loop quality into a measurable task or score. Benchmark for long-term coherence of autonomous agents; documents how small errors compound over very long loop horizons.,Use Vending-Bench to measure progress and gate completion with repeatable evidence.,Research source arXiv:2502.15840; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1391,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1391,,Verify,verify,"Gate progress with tests, evals, and evidence.",context;verification,researcher;evaluator,evaluation,enabling,research-preprint,A,ok,https://arxiv.org/abs/2502.15840,[2502.15840] Vending-Bench: A Benchmark for Long-Term Coherence of Autonomous Agents,"While Large Language Models (LLMs) can exhibit impressive proficiency in isolated, short-term tasks, they often fail to maintain coherent performance over longer time horizons. In this paper, we present Vending-Bench, a simulated environment designed to specifically test an LLM-based agent's ability to manage a straightforward, long-running business scenario: operating a vending machine. Agents must balance inventories, place orders, set prices, and handle daily fees - tasks that are each simple but collectively, over long horizons (>20M tokens per run) stress an LLM's capacity for sustained, coherent decision-making. Our experiments reveal high variance in performance across multiple LLMs: Claude 3.5 Sonnet and o3-mini manage the machine well in most runs and turn a profit, but all models have runs that derail, either through misinterpreting delivery schedules, forgetting orders, or descending into tangential ""meltdown"" loops from which they rarely recover. We find no clear correlation between failures and the point at which the model's context window becomes full, suggesting that these breakdowns do not stem from memory limits. Apart from highlighting the high variance in performance over long time horizons, Vending-Bench also tests models' ability to acquire capital, a necessity in many hypothetical dangerous AI scenarios. We hope the benchmark can help in preparing for the advent of stronger AI systems.",Axel Backlund; Lukas Petersson,2025-02-20,2025,arXiv,arXiv,,,cs.AI,arxiv-api,,,,,,,2502.15840,2026-08-01T20:38:23+00:00
ale-0687,Benchmarks And Evaluation,benchmarks-and-evaluation,Benchmark,🧪,Vending-Bench leaderboard,https://andonlabs.com/evals/vending-bench,external,andonlabs.com,Live long-horizon coherence results from Andon Labs.,Live long-horizon coherence results from Andon Labs.,Live long-horizon coherence results from Andon Labs.,The work turns loop quality into a measurable task or score. Live long-horizon coherence results from Andon Labs.,Use Vending-Bench leaderboard to measure progress and gate completion with repeatable evidence.,Benchmark or leaderboard source with repeatable tasks or scores; compare systems only after checking setup and scope.,high,README.md,1392,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1392,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification,researcher;evaluator,evaluation,enabling,benchmark,A,ok,https://andonlabs.com/evals/vending-bench,Vending-Bench: Testing long-term coherence in agents | Andon Labs,"How do agents act over very long horizons? We answer this by letting agents manage a simulated vending machine business. The agents need to handle ordering, inventory management, and pricing over long context horizons to successfully make money.",,,,,andonlabs.com,,,,domain-fallback,,,,,,,,2026-08-01T20:38:23+00:00
ale-0688,Benchmarks And Evaluation,benchmarks-and-evaluation,Benchmark,🧪,SWE-EVO: Benchmarking Coding Agents in Long-Horizon Software Evolution Scenarios,https://arxiv.org/abs/2512.18470,external,arxiv.org,"Release-note-derived evolution tasks where agents score far below isolated-issue benchmarks, quantifying the long-horizon gap loops must manage.","Release-note-derived evolution tasks where agents score far below isolated-issue benchmarks, quantifying the long-horizon gap loops must manage.","Release-note-derived evolution tasks where agents score far below isolated-issue benchmarks, quantifying the long-horizon gap loops must manage.","The work turns loop quality into a measurable task or score. Release-note-derived evolution tasks where agents score far below isolated-issue benchmarks, quantifying the long-horizon gap loops must manage.",Use SWE-EVO: Benchmarking Coding Agents in Long-Horizon Software Evolution Scenarios to measure progress and gate completion with repeatable evidence.,Benchmark or leaderboard source with repeatable tasks or scores; compare systems only after checking setup and scope.,high,README.md,1393,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1393,,Verify,verify,"Gate progress with tests, evals, and evidence.",intake;verification,researcher;evaluator,evaluation,enabling,benchmark,A,ok,https://arxiv.org/abs/2512.18470,[2512.18470] SWE-EVO: Benchmarking Coding Agents in Long-Horizon Software Evolution Scenarios,"Existing benchmarks for AI coding agents focus on isolated, single-issue tasks such as fixing a bug or adding a small feature. However, real-world software engineering is a long-horizon endeavor: developers interpret high-level requirements, coordinate changes across many files, and evolve codebases over multiple iterations while preserving functionality. We introduce SWE-EVO, a benchmark for this long-horizon software evolution challenge. Constructed from release notes of seven mature open-source Python projects, SWE-EVO comprises 48 tasks requiring multi-step modifications spanning an average of 21 files, validated against test suites averaging 874 tests per instance. Experiments reveal a striking capability gap: GPT-5.4 with OpenHands achieves only 25% on SWE-EVO versus 72.80% achieved by GPT-5.2 on SWE-Bench Verified, showing that current agents struggle with sustained, multi-file reasoning. We also propose Fix Rate, a metric capturing partial progress on these complex, long-horizon tasks.",Tue Le; Minh V. T. Thai; Dung Nguyen Manh; Huy Phan Nhat; Nghi D. Q. Bui,2025-12-20,2025,arXiv,arXiv,,,cs.SE,arxiv-api,,,,,,,2512.18470,2026-08-01T20:38:23+00:00
ale-0689,Benchmarks And Evaluation,benchmarks-and-evaluation,Paper,📄,EvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification,https://arxiv.org/abs/2604.01687,external,arxiv.org,"A skill generator and a co-evolving surrogate verifier improve multi-file skill packages over iterations, evaluated on the SkillsBench benchmark of structured skill bundles.","A skill generator and a co-evolving surrogate verifier improve multi-file skill packages over iterations, evaluated on the SkillsBench benchmark of structured skill bundles.","A skill generator and a co-evolving surrogate verifier improve multi-file skill packages over iterations, evaluated on the SkillsBench benchmark of structured skill bundles.","Verification is promoted from a final check to a loop-control signal. A skill generator and a co-evolving surrogate verifier improve multi-file skill packages over iterations, evaluated on the SkillsBench benchmark of structured skill bundles.",Use EvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification to measure progress and gate completion with repeatable evidence.,Research source arXiv:2604.01687; inspect its method and evaluation before treating results as production evidence.,medium,README.md,1394,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1394,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification,researcher;evaluator,evaluation,enabling,research-preprint,A,ok,https://arxiv.org/abs/2604.01687,[2604.01687] CoEvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification,"Anthropic proposes the concept of skills for LLM agents to tackle multi-step professional tasks that simple tool invocations cannot address. A tool is a single, self-contained function, whereas a skill is a structured bundle of interdependent multi-file artifacts. Currently, skill generation is not only label-intensive due to manual authoring, but also may suffer from human--machine cognitive misalignment, which can lead to degraded agent performance, as evidenced by evaluations on SkillsBench. Therefore, we aim to enable agents to autonomously generate skills. However, existing self-evolving methods designed for tools cannot be directly applied to skills due to their increased complexity. To address these issues, we propose CoEvoSkills, a self-evolving skills framework that enables agents to autonomously construct complex, multi-file skill packages. Specifically, CoEvoSkills couples a Skill Generator that iteratively refines skills with a Surrogate Verifier that co-evolves to provide informative and actionable feedback without access to ground-truth test content. On SkillsBench, CoEvoSkills achieves the highest pass rate among five baselines on both Claude Code and Codex, and also exhibits strong generalization capabilities to six additional LLMs.",Hanrong Zhang; Shicheng Fan; Henry Peng Zou; Yankai Chen; Zhenting Wang; Jiayu Zhou; Chengze Li; Wei-Chieh Huang; Yifei Yao; Kening Zheng; Xue Liu; Xiaoxiao Li; Philip S. Yu,2026-04-02,2026,arXiv,arXiv,,Code will be released,cs.AI,arxiv-api,,,,,,,2604.01687,2026-08-01T20:38:23+00:00
ale-0690,Benchmarks And Evaluation,benchmarks-and-evaluation,Benchmark,🧪,SaaSBench: Coding Agents in Long-Horizon Enterprise SaaS Engineering,https://arxiv.org/abs/2605.17526,external,arxiv.org,"Benchmark for agents on multi-dependency, interactive enterprise tasks, with automated evaluation that probes where long-horizon loops break down.","Benchmark for agents on multi-dependency, interactive enterprise tasks, with automated evaluation that probes where long-horizon loops break down.","Benchmark for agents on multi-dependency, interactive enterprise tasks, with automated evaluation that probes where long-horizon loops break down.","Evaluation data is used as the feedback signal for improving loop behavior. Benchmark for agents on multi-dependency, interactive enterprise tasks, with automated evaluation that probes where long-horizon loops break down.",Use SaaSBench: Coding Agents in Long-Horizon Enterprise SaaS Engineering to measure progress and gate completion with repeatable evidence.,Benchmark or leaderboard source with repeatable tasks or scores; compare systems only after checking setup and scope.,high,README.md,1395,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1395,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification,researcher;evaluator,evaluation,enabling,benchmark,A,ok,https://arxiv.org/abs/2605.17526,[2605.17526] SaaSBench: Exploring the Boundaries of Coding Agents in Long-Horizon Enterprise SaaS Engineering,"As autonomous coding agents become capable of handling increasingly long-horizon tasks, they have gradually demonstrated the potential to complete end-to-end software development. Although existing benchmarks have recently evolved from localized code editing to from-scratch project generation, they remain confined to structurally simplified, single-stack applications. Consequently, they fail to capture the heterogeneous environments, full-stack orchestration, and system-level complexity of real enterprise Software as a Service (SaaS) systems, leaving a critical gap in assessing agents under realistic engineering constraints. To fill this gap, we introduce SaaSBench, the first benchmark designed to explore the boundaries of AI agents in enterprise SaaS engineering. Spanning 30 complex tasks across 6 SaaS domains with 5,370 validation nodes, it incorporates 8 programming languages, 6 databases, and 13 frameworks to meticulously mirror real-world software heterogeneity. Furthermore, we design a dependency-aware hybrid evaluation paradigm tailored for complex systems with long horizons and multi-component coupling, enabling fine-grained, reproducible assessment. Crucially, our extensive experiments reveal a striking insight: the primary bottleneck for state-of-the-art agents is not generating isolated code logic, but successfully configuring and integrating a multi-component system. Over 95\% of task failures occur before agents even reach deep business logic, with models often falling victim to overconfidence and prematurely halting during foundational system setup, or getting trapped in ineffective debugging loops. We hope SaaSBench serves as a practical and challenging testbed to drive the evolution of reliable, system-level coding agents. The code is available at \url{https://github.com/ShadeCloak/SaaSbench}.",Qingnan Ren; Shun Zou; Shiting Huang; Ziao Zhang; Kou Shi; Zhen Fang; Yiming Zhao; Yu Zeng; Qisheng Su; Lin Chen; Yong Wang; Zehui Chen; Xiangxiang Chu; Feng Zhao,2026-05-17,2026,arXiv,arXiv,,,cs.SE,arxiv-api,,,,,,,2605.17526,2026-08-01T20:38:23+00:00
ale-0691,Benchmarks And Evaluation,benchmarks-and-evaluation,Benchmark,🧪,RoadmapBench: Evaluating Long-Horizon Agentic Software Development Across Version Upgrades,https://arxiv.org/abs/2605.15846,external,arxiv.org,"115 real version-upgrade tasks across 17 repositories requiring multi-file changes (median ~3,700 lines), stressing how far agent loops sustain coherent, large-scale work.","115 real version-upgrade tasks across 17 repositories requiring multi-file changes (median ~3,700 lines), stressing how far agent loops sustain coherent, large-scale work.","115 real version-upgrade tasks across 17 repositories requiring multi-file changes (median ~3,700 lines), stressing how far agent loops sustain coherent, large-scale work.","The work targets tasks that exceed a single context window or prompt session. 115 real version-upgrade tasks across 17 repositories requiring multi-file changes (median ~3,700 lines), stressing how far agent loops sustain coherent, large-scale work.",Use RoadmapBench: Evaluating Long-Horizon Agentic Software Development Across Version Upgrades to measure progress and gate completion with repeatable evidence.,Benchmark or leaderboard source with repeatable tasks or scores; compare systems only after checking setup and scope.,high,README.md,1396,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1396,,Verify,verify,"Gate progress with tests, evals, and evidence.",verification,researcher;evaluator,evaluation,enabling,benchmark,A,ok,https://arxiv.org/abs/2605.15846,[2605.15846] RoadmapBench: Evaluating Long-Horizon Agentic Software Development Across Version Upgrades,"Coding agents are increasingly deployed in real software development, where a single version iteration requires months of coordinated work across many files. However, most existing benchmarks focus predominantly on single-issue bug fixes from Python repositories, with coarse pass/fail evaluation outcomes, and thus fail to capture long-horizon, multi-target development at real engineering scale. To address this gap, we present RoadmapBench, a benchmark of 115 long-horizon coding tasks grounded in real open-source version upgrades across 17 repositories and 5 programming languages. Each task places the agent on a source-version code snapshot and provides a multi-target roadmap instruction requiring it to implement the functionality introduced in the target version, with a median modification of 3,700 lines across 51 files. We conduct a systematic evaluation on thirteen frontier models and find that even the strongest, Claude-Opus-4.7, resolves only 39.1% of tasks, while the weakest achieves merely 5.2%, in stark contrast to existing bug-fix benchmarks, suggesting that long-horizon software development remains a largely unsolved problem.",Xinbo Xu; Ruihan Yang; Haiyang Shen; Wendong Xu; Bofei Gao; Ruoyu Wu; Kean Shi; Weichu Xie; Xuanzhong Chen; Ming Wu; Jason Zeng; Michael Heinrich; Elvis Zhang; Liang Chen; Kuan Li; Baobao Chang,2026-05-15,2026,arXiv,arXiv,,"30 pages, 15 figures",cs.SE,arxiv-api,,,,,,,2605.15846,2026-08-01T20:38:23+00:00
ale-0692,Benchmarks And Evaluation,benchmarks-and-evaluation,Benchmark,🧪,RefactorBench: Evaluating Stateful Reasoning in Language Agents Through Code,https://arxiv.org/abs/2503.07832,external,arxiv.org,"Multi-file refactoring tasks that require tracking and carrying state across many steps, isolating the durable-state weakness that breaks long agent loops.","Multi-file refactoring tasks that require tracking and carrying state across many steps, isolating the durable-state weakness that breaks long agent loops.","Multi-file refactoring tasks that require tracking and carrying state across many steps, isolating the durable-state weakness that breaks long agent loops.","Durable execution and replay are treated as first-class loop infrastructure. Multi-file refactoring tasks that require tracking and carrying state across many steps, isolating the durable-state weakness that breaks long agent loops.",Use RefactorBench: Evaluating Stateful Reasoning in Language Agents Through Code to measure progress and gate completion with repeatable evidence.,Benchmark or leaderboard source with repeatable tasks or scores; compare systems only after checking setup and scope.,high,README.md,1397,https://github.com/ChaoYue0307/awesome-loop-engineering/blob/main/README.md#L1397,,Verify,verify,"Gate progress with tests, evals, and evidence.",state,researcher;evaluator,evaluation,enabling,benchmark,A,ok,https://proceedings.iclr.cc/paper_files/paper/2025/hash/6b44ee74539ea77d6a0d50d468724371-Abstract-Conference.html,[2503.07832] RefactorBench: Evaluating Stateful Reasoning in Language Agents Through Code,"Recent advances in language model (LM) agents and function calling have enabled autonomous, feedback-driven systems to solve problems across various digital domains. To better understand the unique limitations of LM agents, we introduce RefactorBench, a benchmark consisting of 100 large handcrafted multi-file refactoring tasks in popular open-source repositories. Solving tasks within RefactorBench requires thorough exploration of dependencies across multiple files and strong adherence to relevant instructions. Every task is defined by 3 natural language instructions of varying specificity and is mutually exclusive, allowing for the creation of longer combined tasks on the same repository. Baselines on RefactorBench reveal that current LM agents struggle with simple compositional tasks, solving only 22% of tasks with base instructions, in contrast to a human developer with short time constraints solving 87%. Through trajectory analysis, we identify various unique failure modes of LM agents, and further explore the failure mode of tracking past actions. By adapting a baseline agent to condition on representations of state, we achieve a 43.9% improvement in solving RefactorBench tasks. We further extend our state-aware approach to encompass entire digital environments and outline potential directions for future research. RefactorBench aims to support the study of LM agents by providing a set of real-world, multi-hop tasks within the realm of code.",Dhruv Gautam; Spandan Garg; Jinu Jang; Neel Sundaresan; Roshanak Zilouchian Moghaddam,2025,2025,International Conference on Learning Representations (ICLR),International Conference on Learning Representations,,Published in International Conference on Learning Representations (ICLR); the linked arXiv record remains available for open access.,cs.AI,ICLR proceedings record,,,,,,,2503.07832,2026-08-01T20:38:23+00:00
